index,smiles,activation
4694,C1CC1NC(=O)C2=CC=C(C=C2)C3=CC(=NC(=N3)N)N,0
4695,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=C(S4)C(=O)NCCO,0
4696,C1CN(CC2=CC=CC=C21)C3=NC=NC(=C3)NCC4=CN=CC=C4,0
4697,COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NC5=CC(=C(C(=C5)OC)OC)OC,0
4698,CC(C)N1C(=NC2=C(N=CN=C21)NCCOC3=CC=CC=C3)C4=CC=C(C=C4)N5CCN(CC5)C,0
4699,COC1=CC=CC=C1CC(=O)NC2=CN(N=C2)C3=CC=CC(=C3)C(=O)NC4=CC=C(C=C4)N5CCOCC5,0
4700,C1=CC=C2C(=C1)NC(=N2)CNC(=O)C3=CC4=C(C=C3)N=C(S4)NC5=CC=C(C=C5)N6C=CN=C6,0
4701,CC1=CN=C(N=C1NCC2=CC=CC=C2)NC3=NC=CN=C3,0
4702,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=CSC(=N3)C4=CC(=CC=C4)N,0
4703,C1=CC=C2C(=C1)C(=CS2)C3=NC(=CC=C3)C(=O)NCC4=NC5=CC=CC=C5N4,0
4704,CC(C)N1C=NC2=C(N=C(N=C21)NC3=NC=CC4=CC=CC=C43)NCCC5=CC=C(C=C5)OC,0
4705,CC(C)N(CCNC1=NC=NC2=C1NC(=N2)C3=CN=C(C=C3)OC)C(C)C,0
4706,C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)C4=CN=C(C=C4)N5CCOCC5)NC6=CC=CC=C6,0
4707,C1CN(CCC1NC2=C3C(=NC(=N2)NC4=NC=NC=C4)N(C=N3)C5=CSC=C5)CC6=CC=CC=C6,0
4708,C1CC(CCC1NC2=NC(=CS2)C(=O)NCCN3CCOCC3)O,0
4709,CCNC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC=C(C=C3)N4CCOCC4,0
4710,C1=CC=C(C=C1)CNC2=C3C(=NC(=N2)NC4=CN=CC=C4)N(C=N3)C5=CC=CC=C5,0
4711,CC(C)N1C2=NC=NC(=C2N=C1NC3=CC(=CC=C3)N(C)C)NCCCN4CCCC4=O,0
4712,CC(C)(C)OC(=O)N1CCC(CC1)NC2=NC(=NC=C2)Cl,0
4713,C1=CC(=CC=C1[C@H](C2=NC3=C(S2)N=CC(=C3)C4=CC=NC=C4)N)F.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4714,C1C(COC2=C1C=C(C=C2)C(=O)NCCC3=CN=CN3)C4=NC5=C(N4)C=C(C=C5)C6=NC(=NC=C6)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4715,C1=CC=C2C(=C1)C(=CS2)C3=NC=CC(=N3)NCC4=CN=CC=C4,0
4716,CC1=CC(=NC(=N1)C2=CC=C(C=C2)N3CCN(CC3)C)NCC4=CC(=CC=C4)C(F)(F)F,0
4717,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)CCN5CCCC5=O)NC6=CC=C(C=C6)N7CCOCC7,0
4718,C1CC1NC(=O)C2=NC(=CC=C2)NC3=CC4=C(C=C3)N=CC=C4,0
4719,COC1=CC=C(C=C1)CCNC2=NC(=NC3=C2NC=N3)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6,0
4720,COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NCCCN4CCCC4=O)N(C=N3)C5CCCCC5,0
4721,CCN(CC)C1=NC(=NC(=N1)NC2=NC3=CC=CC=C3N2C)NCCN(C(C)C)C(C)C,0
4722,CC1=C(C(=NN1C)C)C2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NCCCN5CCCC5=O,0
4723,C1COCCN1C2=NC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)N,0
4724,C1CN(CC2=CC=CC=C21)C3=NC4=C(S3)C=C(C=C4)C(=O)NCC5=CC=CC=C5,0
4725,C1CCC(CC1)N2C=NC3=C(N=C(N=C32)C4=CN=C(C=C4)N5CCOCC5)NC6CCN(CC6)CC7=CC=CC=C7,0
4726,C1CN(CC2=CC=CC=C21)C3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NCCOC6=CC=CC=C6,0
4727,C1COCCN1CCNC2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NCC5=CN=CC=C5,0
4728,CC(C)N1C=NC2=C(N=C(N=C21)NC3CCN(CC3)CC4=CC=CC=C4)NCCC5=CC=C(C=C5)O,0
4729,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=CC4=C(C=C3)N=C(S4)C5=CC(=CC=C5)N,0
4730,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=NC=CC=N4,0
4731,CC(C)N1C(=NC2=C(N=CN=C21)NC3CCN(CC3)CC4=CC=CC=C4)C5=CN=C(C=C5)OC,0
4732,CC(=O)NC1=CC=C(C=C1)NC2=CC(=NC=N2)NC3=CC4=C(C=C3)N=CC=C4,0
4733,CN(C)C1=CC=CC(=C1)NC2=NC=CC(=C2)C(=O)NCC3=NC4=CC=CC=C4N3,0
4734,CC1=CN=C(N=C1NC2CCN(CC2)CC3=CC=CC=C3)NC4=NC=CN=C4,0
4735,COC1=CC2=C(C=C1)OCC(C2)C(=O)NC3=CC=C(C=C3)C4=C(NN=C4)N.Cl,0
4736,C1C(COC2=C1C=C(C=C2)C(=O)NCCC3=CC=CC=N3)C4=NC5=C(N4)C=C(C=C5)C6=NC(=NC=C6)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4737,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=C(S4)C=C(C=C5)C(=O)NC6=CC=C(C=C6)N7CCOCC7,0
4738,C1CC(N(C1)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NC5=CC6=C(C=C5)OCO6)CO,0
4739,COC1=CC(=CC(=C1OC)OC)NC2=NC=C(S2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F,0
4740,CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC(=C(C(=C3)OC)OC)OC)NCCCN4CCCC4=O,0
4741,C1CN(CCC1NC2=NC3=C(S2)C=C(C=C3)C(=O)NCC4=NC5=CC=CC=C5N4)CC6=CC=CC=C6,0
4742,C1COCCN1C2=CC=C(C=C2)NC3=NC(=NC4=C3NC=N4)NC5=CC=CC=N5,0
4743,CC1=CC(=NC(=N1)C2=CC(=CC=C2)C(=O)C)NC3CC3,0
4744,CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)C3CC4=C(CN3)C=CC(=C4)OC.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4745,C1CN(CCC1NC2=NC=NC3=C2NC(=N3)NC4=CC5=C(C=C4)N=CC=C5)CC6=CC=CC=C6,0
4746,COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4CCC(CC4)O,0
4747,CCCNC1=NC(=NC(=N1)N(CC)CC)NC2=CC=C(C=C2)N3C=CN=C3,0
4748,C1CC1NC(=O)C2=CC=C(C=C2)C3=NC4=C(C(=N3)NCCO)NC=N4,0
4749,COC1=CC(=CC(=C1OC)OC)NC2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NC5CC5,0
4750,C1=CC(=CC(=C1)F)C[C@H](C2=NC3=C(N2)C=C(C=C3)C4=CC=NC=C4)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4751,C1CC(=O)N(C1)CCCNC2=NC(=NC3=C2NC=N3)NC4CCN(CC4)CC5=CC=CC=C5,0
4752,C1=CC=C(C=C1)CNC(=O)CC2=CN(C3=CC=CC=C32)C4=NN=C(C=C4)NC5=CC=C(C=C5)N6C=CN=C6,0
4753,CCN(CC)C1=NC(=NC(=N1)NC2CC2)NC3=CC=C(C=C3)N4C=CN=C4,0
4754,CC1=NN(C=N1)C2=CC=C(C=C2)NC3=NC=CC(=C3)C4=NOC(=C4)NC.C(=O)(C(F)(F)F)O,0
4755,COC1CCN(CC1)C2=NN(C=N2)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC(=CC(=C5)F)N6CCOCC6,0
4756,CN(C)C1=C(C=C2C=NN(C2=C1)C3=CC=CC(=C3)C(=O)NCCN4CCOCC4)N,0
4757,CC(C)N1C2=NC=NC(=C2N=C1NCCCN3CCCC3=O)NCCCN4CCCC4=O,0
4758,COC1=CC(=CC(=C1OC)OC)NC2=NC=NC(=C2)NC3=CC=CC=C3,0
4759,C1=CC=C(C=C1)CNC(=O)C2=CN=C(S2)C3=CC=CS3,0
4760,C1CN(CCN1C2=CC=CC=N2)C3=NC=NC(=C3)NC4=CC=CC=C4,0
4761,C1COCCN1C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NCC5=CC(=CC=C5)C(F)(F)F,0
4762,C1=CC=C(C=C1)N2C=NC3=C(N=C(N=C32)NC4=CC5=C(C=C4)N=CC=C5)NCC6=CC(=CC=C6)C(F)(F)F,0
4763,C1CN(CCC1N2CCOCC2)C3=NC(=CS3)C(=O)NCCC4=CC=C(C=C4)O,0
4764,COC1=CC=C(C=C1)C2=NC(=NC(=N2)OC)NCC3=CC=CC=C3,0
4765,CC1=CC(=CC(=C1NC(=O)C2COC3=CC=CC=C3O2)C)C4=CC=NC=C4.C(=O)(C(F)(F)F)O,0
4766,CC1=CC(=NO1)C(=O)NC2=C(C(=CC=C2)Cl)N3CCN(CC3)CC=C,0
4767,C1CN(CCN1C(=O)C(C2=CC=C(C=C2)Br)N)C(=O)NC3=CC4=C(C=C3)NN=C4.C(=O)(C(F)(F)F)O,0
4768,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=CC=C2)N3C=C(C=N3)NS(=O)(=O)CC4=CC=CC=C4,0
4769,C1CC1NC(=O)C2=CC=C(C=C2)C3=NC4=C(N3)C(=NC=N4)NCC5=CN=CC=C5,0
4770,C1COCCN1C2=C(C=C(C(=C2)C3=CNN=C3)F)NC(=O)C(C4=CC=C(C=C4)Cl)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4771,C1CC(=O)N(C1)CCCNC2=NC3=C(S2)C=C(C=C3)C(=O)NC4CC4,0
4772,COC1=NC=C(C=C1)C2=CC(=CN=C2)C(=O)NC3=CC=CC=C3,0
4773,CC(C)N1C(=NC2=C(N=CN=C21)NCCN(C(C)C)C(C)C)C3=CN=C(C=C3)N4CCOCC4,0
4774,C1CCC(CC1)N2C=NC3=C(N=C(N=C32)N4CCN(CC4)C5=CC=CC=N5)NCC6=CN=CC=C6,0
4775,CN1C(=CC=N1)NC2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NC5CC5,0
4776,CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CSC(=N2)C3=CN=C(C=C3)OC,0
4777,C1CC(N(C1)C2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)N)CO,0
4778,C1CC1C2=NC3=C(C=CC(=C3)C4=CN(N=C4)C5=CC=C(C=C5)Cl)C(=O)N2.C(=O)(C(F)(F)F)O,0
4779,CC1=CN=C(N=C1NCCC2=CC=C(C=C2)OC)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,0
4780,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=NC=C(C=C3)C(=O)N4CCOCC4,0
4781,C1CC2=NN(C=C2CC1NC3=CC=CC=C3)C4=CC=CC(=C4)C(=O)NC5=CC=C(C=C5)N6CCOCC6,0
4782,C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)N4C=C(C=N4)NC(=O)CC5=CC(=CC=C5)F,0
4783,CCC1=NN(C=N1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC(=CC=C4)N5CCOCC5,0
4784,CN1C2=CC=CC=C2N=C1NC3=NC4=C(C(=N3)NC5CC5)NC=N4,0
4785,COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NCC5=CN=CC=C5,0
4786,COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCOC5=CC=CC=C5,0
4787,C1COCCN1C2=NC=C(S2)C(=O)NC3=CC=C(C=C3)OC4=CC=CC=C4,0
4788,C1CC1NC(=O)C2=CC(=NC=C2)NC3=CC=CC=N3,0
4789,C1COCCN1C2=NC=C(S2)C(=O)NCC3=NC4=CC=CC=C4N3,0
4790,C1COCCN1C2=NC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NCCOC6=CC=CC=C6,0
4791,CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)[C@@H]3COC4=CC=CC=C4O3.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4792,CC(=O)NC1=C(C=CC(=C1)C2=NC(=NC=C2)N)NC(=O)COC3=CC=CC=C3.C(=O)(C(F)(F)F)O,0
4793,COC1=CC=C(C=C1)C2=NC3=CC(=C(C=C3C(=N2)NC4=CC=C(C=C4)N5CCOCC5)OC)OC,0
4794,C1CC1NC(=O)C2=CC=C(S2)C3=CC=CC=C3,0
4795,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NC6CC6,0
4796,C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CSC(=N3)OC4=CC=CC=C4,0
4797,CCCNC1=C2C(=NC(=N1)NC3=CC(=CC=C3)N(C)C)N(C=N2)CCN4CCCC4=O,0
4798,CCNC1=CC(=NC=N1)NCCOC2=CC=CC=C2,0
4799,C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)Cl)NC4=CC=C(C=C4)N5CCOCC5,0
4800,COC1=CC(=CC(=C1OC)OC)NC2=NN=C(C=C2)N3C=C(C4=CC=CC=C43)CC(=O)NCCCN5CCCC5=O,0
4801,CCNC1=NC=C(S1)C(=O)NCC2=CC(=CC=C2)C(F)(F)F,0
4802,C1=CC(=CN=C1)CNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5C=CN=C5)N(C=N3)C6=CSC=C6,0
4803,CC1=CC(=NC(=N1)NC2=CC=NN2C)NCC3=CC(=CC=C3)C(F)(F)F,0
4804,CNS(=O)(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=C(C=C(C=C3)N4CCOCC4)OC,0
4805,CC(C)N1C2=NC=NC(=C2N=C1NC3=CC=C(C=C3)N4CCOCC4)NCC5=CC=CC=C5,0
4806,CCN(CC)C(=O)C1CCCN(C1)C2=NC=NC(=C2)NCCCN3CCCC3=O,0
4807,C1CN(CCC1C(=O)NC2=CC3=C(C=C2)OCO3)C4=NN=C(C=C4)NC5=CC6=C(C=C5)N=CC=C6,0
4808,CC1=NN(C=N1)C2=CC=C(C=C2)NC3=NC=CC(=N3)NC4=CC=CC5=C4C=CC=N5,0
4809,CC1=CN=C(N=C1NC2=CC3=C(C=C2)OCO3)N4CCCC4CO,0
4810,COC1=CC=C(C=C1)CCNC(=O)C2=CC=C(S2)C3=CC=C(C=C3)C(=O)N,0
4811,C1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCC5=CC=C(C=C5)O,0
4812,C1CCC(CC1)N2C=NC3=C(N=C(N=C32)C4=CC(=CC=C4)N)NCCOC5=CC=CC=C5,0
4813,C1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NCCC4=CC=C(C=C4)O,0
4814,CC1=CC(=NC(=N1)NCC2=CC3=C(C=C2)OCO3)NC4=CC=CC=C4,0
4815,CCCNC1=C2C(=NC(=N1)NC3=NC4=CC=CC=C4N3C)N(C=N2)C(C)C,0
4816,C1=CC=C(C=C1)CNC2=C3C(=NC(=N2)NC4=CC=NC=C4)N(C=N3)C5=CC=CC=C5,0
4817,C[C@@H]1/C=C/C=C/[C@H]([C@@H](/C=C/CC[C@H]2CC[C@H](O2)[C@H]([C@H](OC1=O)[C@@H](C)CC(=C)/C=C/CC(=C)C)O)O)O,0
4818,CC(C)N1C(=NC2=C(N=CN=C21)NC3=CC=C(C=C3)N4CCOCC4)C5=CSC6=CC=CC=C65,0
4819,CN1C2=CC=CC=C2N=C1NC3=NC=CC(=C3)C(=O)NCCOC4=CC=CC=C4,0
4820,C1=CC=C(C=C1)OCCNC2=C3C(=NC(=N2)C4=CC=C(C=C4)C(=O)N)N(C=N3)C5=CSC=C5,0
4821,COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC(=C2)NCCOC3=CC=CC=C3)N,0
4822,C1COCCN1C2=CC=C(C=C2)NC3=NC4=C(N3)C(=NC=N4)NCC5=CC(=CC=C5)C(F)(F)F,0
4823,CC(=O)C1=CC=CC(=C1)C2=NC=CC(=N2)NC3=CC=C(C=C3)NC(=O)C,0
4824,COC1=CC2=C(C=C1)OCC(C2)C(=O)NC3=C(C=C(C=C3)C4=CNN=C4)OCCN.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4825,CC1=CC(=NC(=N1)NC2=CC(=C(C(=C2)OC)OC)OC)NCC3=NC4=CC=CC=C4N3,0
4826,CC(=O)C1=CC=CC(=C1)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NC5=CC=C(C=C5)NC(=O)C,0
4827,C1CC(=O)N(C1)CCCNC2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NC5=CC=C(C=C5)N6CCOCC6,0
4828,C1CN(CCC12OCCO2)C3=C(C=CC=C3Cl)NC(=O)C4=CC=C(O4)Br,0
4829,C1=CC=C(C=C1)CNC(=O)C2=CN=C(S2)NC3=NC=CN=C3,0
4830,CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CC=CC(=N2)C3=CC=CS3,0
4831,CCN(CC)C1=NC(=NC(=N1)N2CCCC(C2)C(=O)N(CC)CC)NC3=CC=C(C=C3)N4CCOCC4,0
4832,CC(=O)C1=CC=CC(=C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NCCC4=CC=C(C=C4)OC,0
4833,CC1=CN=C(N=C1NC2=CC=CC=C2)NC3CCN(CC3)CC4=CC=CC=C4,0
4834,C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=NC4=C(N3)C=NC=C4,0
4835,COC1=CC=CC2=C1CC(CO2)C3=NC4=C(C=C(C=C4)C5=CNN=C5)C(=O)N3.C(=O)(C(F)(F)F)O,0
4836,COC1=CC2=C(C=C1)OCC(C2)C(=O)NC3=C(C=C(C=C3)C4=CC=NC=C4)OCCN5CCCC5.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4837,CC(=O)C1=CC=CC(=C1)C2=CC(=CC=C2)C(=O)N,0
4838,CC(C1=CC2=C(C=C1)OCC(C2)C3=NC4=C(N3)C=C(C=C4)C5=NC(=NC=C5)N)NC6CC6.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4839,CC1=CC(=NC(=N1)C2=CC=C(C=C2)C(=O)NC3CC3)NCC4=NC5=CC=CC=C5N4,0
4840,CC1=C(C(=NN1C)C)C2=NC(=CC=C2)C(=O)NC3CC3,0
4841,CC(C)N1C2=NC=NC(=C2N=C1N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)NCC6=CN=CC=C6,0
4842,CN1C2=CC=CC=C2N=C1NC3=NC(=C4C(=N3)N(C=N4)CCN5CCCC5=O)NC6=CC(=C(C(=C6)OC)OC)OC,0
4843,CC(=O)NC1=CC=C(C=C1)NC2=NC=NC3=C2NC(=N3)C4=CC=C(C=C4)OC,0
4844,CCCNC1=C2C(=NC(=N1)N3CCN(CC3)C4=CC=CC=N4)N(C=N2)C5=CC=CC=C5,0
4845,CN(C)C1=CC=CC(=C1)NC2=NC3=CC=CC=C3C(=C2)C(=O)NCCC4=CC=C(C=C4)OC,0
4846,C1CC(=O)N(C1)CCCNC(=O)C2=CSC(=N2)NC3=NC=NC=C3,0
4847,C1=CC=C(C=C1)CC(C(=O)NC2=CC=C(C=C2)C3=C(NN=C3)N)N.Cl.Cl,0
4848,CS(=O)(=O)NC1=CC=C(C=C1)C2=CC3=C(C=CC=C3N=C2)C4=CN=CC=C4.C(=O)(C(F)(F)F)O,0
4849,CC(=O)NC1=CC=C(C=C1)NC2=NC=NC(=C2)C3=CC=C(C=C3)C(=O)N4CCN(CC4)C,0
4850,CCN(CC)C(=O)C1CCCN(C1)C2=NC3=C(C(=N2)NCCN4CCOCC4)NC=N3,0
4851,C1CC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C(=O)NC4=CC=CC=C4,0
4852,C1=CC=C(C=C1)C2=NC=C(S2)C(=O)NCC3=NC4=CC=CC=C4N3,0
4853,CCN(CC)C1=NC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NCCOC3=CC=CC=C3,0
4854,CN1CCN(CC1)C2=CC=C(C=C2)C3=CC(=CC=C3)C(=O)NCC4=CC=CC=C4,0
4855,CCCNC(=O)C1=CC2=C(C=C1)N=C(S2)N3CCC4=CC=CC=C4C3,0
4856,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=NC(=NC4=C3NC=N4)C5=CC=C(C=C5)C(=O)N,0
4857,C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)NC4=NC=CN=C4)NC5=CC=CC=C5,0
4858,CCNC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=C(C(=C3)OC)OC)OC,0
4859,CC(C)N1C2=NC=NC(=C2N=C1N3CCC(CC3)N4CCOCC4)NC5=CC(=C(C(=C5)OC)OC)OC,0
4860,COC1=CC=C(C=C1)NC2=NC=CC(=N2)C3=CC(=CN=C3)N4CCOCC4,0
4861,CN1CC[C@H](C1)OC2=C(C=CC(=C2)C3=CNN=C3)NC(=O)C4CCC5=C(C4)C=C(C=C5)OC,0
4862,CC1=NN(C=N1)C2=CC=C(C=C2)NC3=NC=CC(=C3)C4=NOC=C4C5=CNN=C5.C(=O)(C(F)(F)F)O,0
4863,C1COCCN1C2=NN(C=N2)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC=CC=C5C6=CNN=C6.C(=O)(C(F)(F)F)O,0
4864,C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)N4CCC5=CC=CC=C5C4)NCCO,0
4865,C1=CC(=CC=C1C(F)(F)F)NC2=NC=NC(=C2)N,0
4866,CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3C=CN=C3)NC4CC4,0
4867,C1CN(CCC1N2CCOCC2)C3=NC4=C(S3)C=C(C=C4)C(=O)NC5=CC6=C(C=C5)OCO6,0
4868,COC1=NC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCOC5=CC=CC=C5,0
4869,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=CC4=C(C=C3)N=C(S4)C5=CC=CS5,0
4870,COC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)N3C=C(C=N3)NC4=CC=CC=C4C5=CC=CC=C5)N6CCOCC6,0
4871,C1C(COC2=C1C=C(C=C2)C3=CNN=C3)C4=NC5=C(N4)C=C(C=C5)C6=CNN=C6.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4872,CC1=C(C(=NO1)C)C2=NC=CC(=N2)NC3=CC(=C(C(=C3)OC)OC)OC,0
4873,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=CC5=C(C=C4)N=CC=C5,0
4874,C1[C@@H](NCC2=C1C=C(C=C2)F)C(=O)NC3=CC=C(C=C3)C4=CNN=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4875,C1=CC=C(C=C1)NC2=NC=CC(=C2)C(=O)NC3=CC=CC=C3,0
4876,CCN(CC)C(=O)C1CCCN(C1)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCC5=CC(=CC=C5)C(F)(F)F,0
4877,CC1=CN=C(N=C1N)C2=CN=C(C=C2)N3CCOCC3,0
4878,CCNC1=NC(=C2C(=N1)N(C=N2)C3CCCCC3)NCCC4=CC=C(C=C4)OC,0
4879,COC1=NC=C(C=C1)C2=CC(=NC=N2)NCCCN3CCCC3=O,0
4880,C1CC1NC2=CC(=NC(=N2)N)NC3CCC(CC3)O,0
4881,CN(C1=CN(N=C1)C2=CC=CC(=C2)C(=O)NC3=CC(=C(C=C3)N4CCOCC4)OC)C5=NN=NN5C6=CC=CC=C6.C(=O)(C(F)(F)F)O,0
4882,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4.C(=O)(C(F)(F)F)O,0
4883,CCN(CC)C1=NC(=NC(=N1)NC2=CC=C(C=C2)N3C=CN=C3)NCCN(C(C)C)C(C)C,0
4884,CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3C=CN=C3)NC4=CC(=C(C(=C4)OC)OC)OC,0
4885,C1=CC=C(C=C1)C2=NC=C(S2)C(=O)N,0
4886,CN1C=C(C=N1)C2=CC3=NC(=NC=C3C=C2)NC4=CC=C(C=C4)N5C=NC(=N5)C6=CC=CC=N6.C(=O)(C(F)(F)F)O,0
4887,C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3)C(=O)C(C4=CC=C(C=C4)C(F)(F)F)N.C(=O)(C(F)(F)F)O,0
4888,C1=CC=C(C=C1)NC2=NC(=C3C(=N2)N=CN3)N,0
4889,C1=CC(=CC=C1C(F)(F)F)NC2=NC=C(S2)C(=O)NCCO,0
4890,C1CN(CC2=CC=CC=C21)C3=NC4=C(S3)C=C(C=C4)C(=O)N,0
4891,CCCNC(=O)C1=NC(=CC=C1)NC2=NC=CN=C2,0
4892,C1CN(CCN1C2=CC=CC=N2)C3=CC=CC(=N3)C(=O)NC4=CC5=C(C=C4)OCO5,0
4893,C1CN(CCC1NC(=O)C2=CC(=NC=C2)C3=CSC4=CC=CC=C43)CC5=CC=CC=C5,0
4894,CC1=C(C=NN1)C2=CC(=C(C=C2)NC(=O)C3CC4=C(C=CC(=C4)OC)OC3)OCC5=CN=CC=C5.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,0
4895,C1CN(CCC1NC2=CC3=C(C=C2)NN=C3)CC(C4=C(C=C(C=C4)Br)F)O.Cl.Cl,0
4896,CN1CCN(CC1)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NCC6=CN=CC=C6,0
4897,CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC=NC=C4,0
4898,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=CC=C2)N3C=C(C=N3)NC(=O)CC4=CC(=CC=C4)N,0
4899,CC1=CN=C(N=C1NCCOC2=CC=CC=C2)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,0
4900,C1CN(CCC1N2CCOCC2)C3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NCCOC6=CC=CC=C6,0
4901,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC4=C(C(=N3)NC5=CC=C(C=C5)N6CCOCC6)NC=N4,0
