PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition at 7.44 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 7.44 micromolar.
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,7.44
4085,310299586,117090653,Inactive,13,,,9.55
4086,310301631,117092600,Inactive,13,,,9.55
4087,310284324,117075627,Inactive,13,,,9.55
4088,310285933,117077436,Inactive,13,,,9.55
4089,310295414,117086715,Inactive,13,,,9.55
4090,310295504,117086801,Inactive,13,,,9.55
4091,310297329,117088510,Inactive,13,,,9.55
4092,310294409,53119685,Inactive,13,,,9.54
4093,310291580,117083136,Inactive,13,,,9.54
4094,310289186,117080890,Inactive,13,,,9.54
4095,310293845,117085251,Inactive,12,,,9.54
4096,310284864,44562685,Inactive,12,,,9.53
4097,310282514,117073631,Inactive,12,,,9.53
4098,310296900,117088105,Inactive,12,,,9.53
4099,310288105,46225971,Inactive,12,,,9.53
4100,310286127,117077669,Inactive,12,,,9.53
4101,310290611,117082234,Inactive,12,,,9.52
4102,310290078,117081744,Inactive,12,,,9.52
4103,310291014,117082609,Inactive,12,,,9.52
4104,310282581,117073700,Inactive,12,,,9.52
4105,310293284,117084729,Inactive,12,,,9.52
4106,310292156,117083673,Inactive,12,,,9.52
4107,310292797,117084280,Inactive,12,,,9.52
4108,310302397,117093314,Inactive,12,,,9.51
4109,310301566,112892858,Inactive,12,,,9.51
4110,310286423,117078082,Inactive,12,,,9.51
4111,310300172,117091208,Inactive,12,,,9.51
4112,310294343,117085722,Inactive,12,,,9.5
4113,310292259,117083769,Inactive,12,,,9.5
4114,310300001,117091047,Inactive,12,,,9.5
4115,310297305,117088488,Inactive,12,,,9.49
4116,310283065,117074135,Inactive,12,,,9.49
4117,310302804,117093690,Inactive,12,,,9.49
4118,310296391,117087631,Inactive,12,,,9.49
4119,310300508,117091529,Inactive,12,,,9.49
4120,310290053,117081720,Inactive,12,,,9.49
4121,310290188,117081843,Inactive,12,,,9.49
4122,310303849,117094669,Inactive,12,,,9.48
4123,310303629,117094465,Inactive,12,,,9.48
4124,310285253,117076650,Inactive,12,,,9.47
4125,310285875,59588061,Inactive,12,,,9.47
4126,310296923,117088126,Inactive,12,,,9.47
4127,310300500,117091521,Inactive,12,,,9.47
4128,310303726,117094555,Inactive,12,,,9.46
4129,310284051,117075257,Inactive,12,,,9.46
4130,310286222,117077785,Inactive,12,,,9.46
4131,310291954,117083489,Inactive,12,,,9.44
4132,310285400,117076849,Inactive,12,,,9.44
4133,310288464,117080196,Inactive,12,,,9.44
4134,310296006,27825649,Inactive,12,,,9.44
4135,310297728,117088887,Inactive,12,,,9.43
4136,310292543,117084040,Inactive,12,,,9.42
4137,310286739,117078623,Inactive,12,,,9.42
4138,310285392,117076841,Inactive,12,,,9.42
4139,310301470,117092449,Inactive,12,,,9.41
4140,310302234,117093160,Inactive,12,,,9.41
4141,310301271,117092257,Inactive,12,,,9.41
4142,310282116,117072909,Inactive,12,,,9.41
4143,310282745,117073833,Inactive,12,,,9.41
4144,310290534,117082163,Inactive,12,,,9.41
4145,310300964,117091966,Inactive,12,,,9.41
4146,310297306,117088489,Inactive,12,,,9.41
4147,310291398,117082965,Inactive,12,,,9.4
4148,310283384,117074664,Inactive,12,,,9.39
4149,310282916,117073970,Inactive,12,,,9.39
4150,310291821,117083364,Inactive,12,,,9.39
4151,310299204,117090288,Inactive,12,,,9.39
4152,310299207,117090291,Inactive,12,,,9.39
4153,310295489,117086787,Inactive,12,,,9.38
4154,310282941,117073988,Inactive,12,,,9.38
4155,310284567,117075979,Inactive,12,,,9.38
4156,310282608,117073724,Inactive,12,,,9.38
4157,310297021,117088218,Inactive,12,,,9.38
4158,310301844,117092796,Inactive,12,,,9.38
4159,310301955,117092901,Inactive,12,,,9.38
4160,310301728,117092688,Inactive,12,,,9.38
4161,310290145,117081804,Inactive,12,,,9.37
4162,310286893,117078744,Inactive,12,,,9.37
4163,310286510,117078227,Inactive,12,,,9.37
4164,310297447,117088618,Inactive,12,,,9.36
4165,310284503,117075874,Inactive,12,,,9.36
4166,310287252,117079085,Inactive,12,,,9.36
4167,310285187,117076565,Inactive,12,,,9.36
4168,310295656,117086945,Inactive,12,,,9.36
4169,310294164,117085555,Inactive,12,,,9.36
4170,310301722,117092683,Inactive,12,,,9.36
4171,310301561,117092534,Inactive,12,,,9.36
4172,310300739,117091749,Inactive,12,,,9.35
4173,310299972,117091020,Inactive,12,,,9.35
4174,310292552,117084049,Inactive,12,,,9.35
4175,310293959,117085357,Inactive,12,,,9.35
4176,310297955,117089100,Inactive,12,,,9.34
4177,310297059,117088252,Inactive,12,,,9.34
4178,310290767,117082381,Inactive,12,,,9.34
4179,310303309,117094162,Inactive,12,,,9.34
4180,310294911,117086247,Inactive,12,,,9.33
4181,310294707,117086056,Inactive,12,,,9.33
4182,310299590,117090657,Inactive,12,,,9.33
4183,310293260,117084707,Inactive,12,,,9.33
4184,310282166,117073005,Inactive,12,,,9.32
4185,310300905,117091909,Inactive,12,,,9.31
4186,310294305,117085687,Inactive,12,,,9.31
4187,310286483,117078183,Inactive,12,,,9.3
4188,310286523,117078249,Inactive,12,,,9.3
4189,310300930,117091932,Inactive,12,,,9.29
4190,310288660,117080386,Inactive,12,,,9.29
4191,310287947,117079713,Inactive,12,,,9.29
4192,310287950,117079716,Inactive,12,,,9.29
4193,310284777,117076162,Inactive,12,,,9.29
4194,310285466,117076939,Inactive,12,,,9.29
4195,310291379,117082947,Inactive,12,,,9.28
4196,310303199,117094060,Inactive,12,,,9.28
4197,310296251,117087500,Inactive,12,,,9.28
4198,310290066,117081732,Inactive,12,,,9.28
4199,310298683,117089792,Inactive,12,,,9.28
4200,310287206,117079044,Inactive,12,,,9.27
4201,310287143,117078984,Inactive,12,,,9.27
4202,310285507,117076988,Inactive,12,,,9.27
4203,310293902,117085304,Inactive,12,,,9.27
4204,310292034,117083562,Inactive,12,,,9.27
4205,310282534,117073664,Inactive,12,,,9.27
4206,310295506,117086803,Inactive,12,,,9.27
4207,310295415,117086716,Inactive,12,,,9.27
4208,310295838,117087112,Inactive,12,,,9.27
4209,310289762,117081440,Inactive,12,,,9.26
4210,310296646,117087866,Inactive,12,,,9.26
4211,310296905,117088110,Inactive,12,,,9.26
4212,310286254,117077830,Inactive,12,,,9.26
4213,310303652,117094486,Inactive,12,,,9.26
4214,310290190,117081845,Inactive,12,,,9.26
4215,310287318,117079147,Inactive,12,,,9.25
4216,310285124,117076474,Inactive,12,,,9.25
4217,310292702,117084188,Inactive,12,,,9.25
4218,310293733,117085146,Inactive,12,,,9.25
4219,310297721,117088880,Inactive,12,,,9.25
4220,310303761,80832605,Inactive,12,,,9.24
4221,310297132,117088322,Inactive,12,,,9.24
4222,310301217,117092204,Inactive,12,,,9.24
4223,310299188,117090273,Inactive,12,,,9.24
4224,310300862,117091868,Inactive,12,,,9.23
4225,310293367,117084804,Inactive,12,,,9.23
4226,310294838,117086177,Inactive,12,,,9.23
4227,310296102,17428705,Inactive,12,,,9.22
4228,310290044,117081712,Inactive,12,,,9.22
4229,310287839,117079616,Inactive,12,,,9.22
4230,310301335,117092315,Inactive,12,,,9.22
4231,310284382,117075697,Inactive,12,,,9.21
4232,310300123,117091162,Inactive,12,,,9.21
4233,310298528,117089645,Inactive,12,,,9.21
4234,310293814,117085222,Inactive,12,,,9.21
4235,310289024,117080735,Inactive,12,,,9.21
4236,310286599,117078382,Inactive,12,,,9.21
4237,310290804,117082418,Inactive,12,,,9.2
4238,310290375,117082010,Inactive,12,,,9.2
4239,310296121,117087377,Inactive,12,,,9.2
4240,310297843,117088995,Inactive,12,,,9.2
4241,310294718,117086067,Inactive,12,,,9.19
4242,310289157,117080861,Inactive,12,,,9.19
4243,310288238,117079981,Inactive,12,,,9.19
4244,310303502,117094345,Inactive,12,,,9.19
4245,310290542,117082171,Inactive,12,,,9.19
4246,310290718,117082337,Inactive,12,,,9.19
4247,310297855,117089007,Inactive,12,,,9.18
4248,310284283,117075569,Inactive,12,,,9.18
4249,310282634,59588263,Inactive,12,,,9.18
4250,310292225,117083736,Inactive,12,,,9.17
4251,310289861,117081533,Inactive,12,,,9.17
4252,310289717,117081396,Inactive,12,,,9.17
4253,310303456,117094303,Inactive,12,,,9.17
4254,310296232,117087483,Inactive,12,,,9.17
4255,310288401,117080135,Inactive,12,,,9.16
4256,310298894,117089988,Inactive,12,,,9.16
4257,310298720,117089825,Inactive,12,,,9.16
4258,310299577,58296118,Inactive,12,,,9.16
4259,310299291,117090370,Inactive,12,,,9.16
4260,310288379,117080114,Inactive,12,,,9.15
4261,310297015,117088212,Inactive,12,,,9.15
4262,310290698,117082317,Inactive,12,,,9.14
4263,310285075,117076401,Inactive,12,,,9.14
4264,310284832,117076198,Inactive,12,,,9.14
4265,310284569,117075981,Inactive,12,,,9.14
4266,310294259,117085644,Inactive,12,,,9.14
4267,310297606,117088771,Inactive,12,,,9.14
4268,310300390,117091415,Inactive,12,,,9.14
4269,310299639,117090701,Inactive,12,,,9.14
4270,310295135,117086453,Inactive,12,,,9.14
4271,310292332,117083841,Inactive,12,,,9.13
4272,310290546,117082175,Inactive,12,,,9.13
4273,310290555,117082183,Inactive,12,,,9.13
4274,310296668,117087885,Inactive,12,,,9.13
4275,310287199,114783633,Inactive,12,,,9.13
4276,310291532,117083093,Inactive,12,,,9.12
4277,310285198,117076576,Inactive,12,,,9.12
4278,310286207,117077765,Inactive,12,,,9.12
4279,310286571,117078328,Inactive,12,,,9.12
4280,310289618,117081300,Inactive,12,,,9.12
4281,310297969,117089112,Inactive,12,,,9.12
4282,310297395,117088571,Inactive,12,,,9.12
4283,310298483,117089602,Inactive,12,,,9.12
4284,310289335,117081030,Inactive,12,,,9.11
4285,310290977,117082574,Inactive,12,,,9.11
4286,310303304,4862000,Inactive,12,,,9.11
4287,310302169,117093099,Inactive,12,,,9.11
4288,310297254,117088438,Inactive,12,,,9.11
4289,310288888,117080603,Inactive,12,,,9.11
4290,310287873,117079646,Inactive,12,,,9.11
4291,310282057,117072793,Inactive,12,,,9.1
4292,310282180,117073033,Inactive,12,,,9.1
4293,310285590,117077090,Inactive,12,,,9.1
4294,310293663,117085081,Inactive,12,,,9.1
4295,310289802,117081478,Inactive,12,,,9.1
4296,310301583,117092554,Inactive,12,,,9.1
4297,310292052,117083580,Inactive,12,,,9.1
4298,310293229,117084676,Inactive,12,,,9.1
4299,310303016,109168126,Inactive,12,,,9.1
4300,310290461,117082092,Inactive,12,,,9.09
4301,310289123,117080828,Inactive,12,,,9.09
4302,310287961,117079727,Inactive,12,,,9.09
4303,310287340,117079168,Inactive,12,,,9.09
4304,310297278,117088461,Inactive,12,,,9.09
4305,310282808,117073881,Inactive,12,,,9.09
4306,310299742,117090800,Inactive,12,,,9.09
4307,310284292,117075583,Inactive,12,,,9.08
4308,310284263,117075534,Inactive,12,,,9.08
4309,310284284,117075571,Inactive,12,,,9.08
4310,310297348,117088527,Inactive,12,,,9.08
4311,310296418,117087656,Inactive,12,,,9.08
4312,310291862,21995345,Inactive,12,,,9.08
4313,310292877,117084356,Inactive,12,,,9.08
4314,310292030,117083558,Inactive,12,,,9.08
4315,310290149,117081808,Inactive,12,,,9.07
4316,310287652,117079449,Inactive,12,,,9.07
4317,310302842,117093728,Inactive,12,,,9.07
4318,310302867,117093752,Inactive,12,,,9.07
4319,310296771,117087983,Inactive,12,,,9.07
4320,310296610,117087833,Inactive,12,,,9.07
4321,310285574,117077063,Inactive,12,,,9.07
4322,310286696,117078559,Inactive,12,,,9.07
4323,310284920,25073477,Inactive,12,,,9.07
4324,310289985,117081654,Inactive,12,,,9.06
4325,310288524,82477457,Inactive,12,,,9.06
4326,310295523,117086819,Inactive,12,,,9.06
4327,310302357,117093276,Inactive,12,,,9.06
4328,310301300,50849796,Inactive,12,,,9.06
4329,310301120,117092114,Inactive,12,,,9.06
4330,310291496,117083057,Inactive,12,,,9.06
4331,310302493,117093402,Inactive,12,,,9.05
4332,310302295,117093217,Inactive,12,,,9.05
4333,310284411,117075736,Inactive,12,,,9.05
4334,310288323,117080062,Inactive,12,,,9.04
4335,310294536,117085905,Inactive,12,,,9.04
4336,310290587,10158993,Inactive,12,,,9.04
4337,310291403,117082970,Inactive,12,,,9.03
4338,310297687,117088849,Inactive,12,,,9.03
4339,310303297,117094151,Inactive,12,,,9.03
4340,310292008,117083538,Inactive,12,,,9.02
4341,310302733,117093626,Inactive,12,,,9.02
4342,310290708,117082327,Inactive,12,,,9.02
4343,310290081,117081746,Inactive,12,,,9.02
4344,310302342,117093262,Inactive,12,,,9.01
4345,310302088,117093025,Inactive,12,,,9.01
4346,310291072,117082663,Inactive,12,,,9.01
4347,310285832,117077357,Inactive,12,,,9.01
4348,310288319,117080058,Inactive,12,,,9.01
4349,310293621,117085040,Inactive,12,,,9
4350,310301250,117092236,Inactive,12,,,9
4351,310287079,117078926,Inactive,12,,,9
4352,310287727,18105161,Inactive,12,,,9
4353,310300347,117091374,Inactive,12,,,9
4354,310283755,117075014,Inactive,12,,,9
4355,310286574,117078334,Inactive,12,,,9
4356,310302618,117093519,Inactive,12,,,9
4357,310298744,117089846,Inactive,12,,,8.99
4358,310297845,117088997,Inactive,12,,,8.99
4359,310295193,117086507,Inactive,12,,,8.98
4360,310287125,117078966,Inactive,12,,,8.98
4361,310288616,117080344,Inactive,12,,,8.98
4362,310291477,117083039,Inactive,12,,,8.98
4363,310301066,117092064,Inactive,12,,,8.98
4364,310300447,117091471,Inactive,12,,,8.98
4365,310300388,117091413,Inactive,12,,,8.98
4366,310286519,117078241,Inactive,12,,,8.98
4367,310283341,117074611,Inactive,12,,,8.98
4368,310283497,117074798,Inactive,12,,,8.98
4369,310299949,117090998,Inactive,12,,,8.97
4370,310299293,117090372,Inactive,12,,,8.97
4371,310299295,117090374,Inactive,12,,,8.97
4372,310288545,117080274,Inactive,12,,,8.97
4373,310293388,117084825,Inactive,12,,,8.97
4374,310294352,117085731,Inactive,12,,,8.97
4375,310303068,117093935,Inactive,12,,,8.97
4376,310287776,117079558,Inactive,12,,,8.96
4377,310303011,117093885,Inactive,12,,,8.96
4378,310301904,117092854,Inactive,12,,,8.96
4379,310301493,117092471,Inactive,12,,,8.96
4380,310286784,117078659,Inactive,12,,,8.96
4381,310291921,117083456,Inactive,12,,,8.96
4382,310296306,65676969,Inactive,12,,,8.96
4383,310299980,117091028,Inactive,12,,,8.96
4384,310285202,117076583,Inactive,12,,,8.95
4385,310288725,117080449,Inactive,12,,,8.95
4386,310288111,117079862,Inactive,12,,,8.95
4387,310289061,117080771,Inactive,12,,,8.95
4388,310289710,117081389,Inactive,12,,,8.95
4389,310295180,117086494,Inactive,12,,,8.95
4390,310287317,117079146,Inactive,12,,,8.95
4391,310300912,117091916,Inactive,12,,,8.94
4392,310301050,117092048,Inactive,12,,,8.94
4393,310302853,117093739,Inactive,12,,,8.94
4394,310302747,117093639,Inactive,12,,,8.94
4395,310296633,117087853,Inactive,12,,,8.94
4396,310296414,117087652,Inactive,12,,,8.94
4397,310299393,117090469,Inactive,12,,,8.94
4398,310283154,117074292,Inactive,12,,,8.93
4399,310283164,117074311,Inactive,12,,,8.93
4400,310284145,117075376,Inactive,12,,,8.93
4401,310294120,117085511,Inactive,12,,,8.93
4402,310287397,117079221,Inactive,12,,,8.93
4403,310287511,117079325,Inactive,12,,,8.93
4404,310300336,117091364,Inactive,12,,,8.92
4405,310302792,117093680,Inactive,12,,,8.92
4406,310302590,117093493,Inactive,12,,,8.92
4407,310299324,117090403,Inactive,12,,,8.92
4408,310283827,59588193,Inactive,12,,,8.92
4409,310284057,117075263,Inactive,12,,,8.92
4410,310291600,117083155,Inactive,12,,,8.92
4411,310297555,117088722,Inactive,12,,,8.91
4412,310297871,117089023,Inactive,12,,,8.91
4413,310295146,117086464,Inactive,12,,,8.91
4414,310295715,308682,Inactive,12,,,8.91
4415,310295804,117087081,Inactive,12,,,8.91
4416,310294474,117085845,Inactive,12,,,8.91
4417,310285592,117077094,Inactive,12,,,8.91
4418,310286751,117078635,Inactive,12,,,8.91
4419,310282717,117073809,Inactive,12,,,8.91
4420,310292697,117084184,Inactive,12,,,8.9
4421,310300927,117091929,Inactive,12,,,8.9
4422,310300915,6409755,Inactive,12,,,8.9
4423,310301919,117092869,Inactive,12,,,8.9
4424,310301808,117092761,Inactive,12,,,8.9
4425,310297113,117088303,Inactive,12,,,8.9
4426,310296349,117087592,Inactive,12,,,8.9
4427,310303487,117094333,Inactive,12,,,8.89
4428,310295181,117086495,Inactive,12,,,8.89
4429,310287225,117079062,Inactive,12,,,8.89
4430,310283294,117074536,Inactive,12,,,8.89
4431,310283371,117074651,Inactive,12,,,8.89
4432,310290896,117082502,Inactive,12,,,8.88
4433,310290774,117082388,Inactive,12,,,8.88
4434,310291554,117083114,Inactive,12,,,8.88
4435,310301125,117092118,Inactive,12,,,8.88
4436,310301508,117092485,Inactive,12,,,8.88
4437,310303494,117094339,Inactive,12,,,8.88
4438,310302922,117093803,Inactive,12,,,8.88
4439,310302569,117093474,Inactive,12,,,8.88
4440,310298673,117089782,Inactive,12,,,8.88
4441,310285399,117076848,Inactive,12,,,8.88
4442,310289010,117080721,Inactive,12,,,8.87
4443,310286498,117078206,Inactive,12,,,8.87
4444,310283462,117074756,Inactive,12,,,8.87
4445,310282331,117073306,Inactive,12,,,8.87
4446,310293419,117084855,Inactive,12,,,8.87
4447,310291779,117083323,Inactive,12,,,8.86
4448,310299629,117090691,Inactive,12,,,8.86
4449,310303344,117094197,Inactive,12,,,8.86
4450,310296099,117087358,Inactive,12,,,8.86
4451,310287833,117079610,Inactive,12,,,8.85
4452,310287899,58774188,Inactive,12,,,8.85
4453,310295500,117086797,Inactive,12,,,8.85
4454,310292832,117084313,Inactive,12,,,8.85
4455,310290064,117081730,Inactive,12,,,8.85
4456,310290411,117082044,Inactive,12,,,8.85
4457,310298362,117089487,Inactive,12,,,8.84
4458,310303725,117094554,Inactive,12,,,8.84
4459,310302915,117093796,Inactive,12,,,8.84
4460,310297469,117088640,Inactive,12,,,8.84
4461,310283873,117075098,Inactive,12,,,8.84
4462,310291734,117083279,Inactive,12,,,8.84
4463,310286560,117078307,Inactive,12,,,8.84
4464,310294388,117085763,Inactive,12,,,8.83
4465,310292212,117083723,Inactive,12,,,8.83
4466,310293074,117084535,Inactive,12,,,8.83
4467,310292519,117084017,Inactive,12,,,8.83
4468,310302229,12121701,Inactive,12,,,8.82
4469,310302195,117093125,Inactive,12,,,8.82
4470,310301398,117092378,Inactive,12,,,8.82
4471,310286056,117077559,Inactive,12,,,8.82
4472,310295883,117087156,Inactive,12,,,8.82
4473,310294792,117086135,Inactive,12,,,8.81
4474,310294480,117085851,Inactive,12,,,8.81
4475,310299489,117090559,Inactive,12,,,8.81
4476,310288201,117079946,Inactive,11,,,8.8
4477,310300799,117091807,Inactive,11,,,8.8
4478,310299459,117090531,Inactive,11,,,8.8
4479,310283563,117074885,Inactive,11,,,8.8
4480,310296721,117087937,Inactive,11,,,8.8
4481,310298855,117089952,Inactive,11,,,8.8
4482,310297288,117088471,Inactive,11,,,8.8
4483,310285405,117076856,Inactive,11,,,8.8
4484,310291384,117082952,Inactive,11,,,8.8
4485,310291693,117083244,Inactive,11,,,8.8
4486,310294217,117085604,Inactive,11,,,8.79
4487,310295010,117086334,Inactive,11,,,8.79
4488,310292559,117084056,Inactive,11,,,8.79
4489,310291278,117082849,Inactive,11,,,8.79
4490,310289684,117081363,Inactive,11,,,8.79
4491,310285805,117077338,Inactive,11,,,8.79
4492,310284369,117075684,Inactive,11,,,8.79
4493,310300996,117091998,Inactive,11,,,8.79
4494,310296757,117087969,Inactive,11,,,8.78
4495,310296533,117087763,Inactive,11,,,8.78
4496,310301823,117092775,Inactive,11,,,8.78
4497,310283491,117074791,Inactive,11,,,8.78
4498,310282482,117073579,Inactive,11,,,8.78
4499,310285020,117076318,Inactive,11,,,8.78
4500,310298328,117089455,Inactive,11,,,8.77
4501,310292314,117083823,Inactive,11,,,8.77
4502,310299999,117091045,Inactive,11,,,8.77
4503,310286873,117078727,Inactive,11,,,8.77
4504,310296809,117088018,Inactive,11,,,8.77
4505,310300965,117091967,Inactive,11,,,8.77
4506,310288547,117080276,Inactive,11,,,8.76
4507,310282408,117073451,Inactive,11,,,8.76
4508,310282580,117073699,Inactive,11,,,8.76
4509,310296011,112912376,Inactive,11,,,8.76
4510,310295584,117086875,Inactive,11,,,8.76
4511,310294206,117085595,Inactive,11,,,8.76
4512,310291045,117082638,Inactive,11,,,8.75
4513,310292455,117083960,Inactive,11,,,8.75
4514,310292812,117084294,Inactive,11,,,8.75
4515,310284960,117076274,Inactive,11,,,8.75
4516,310289291,117080987,Inactive,11,,,8.73
4517,310288102,117079854,Inactive,11,,,8.73
4518,310292185,117083698,Inactive,11,,,8.73
4519,310299863,117090918,Inactive,11,,,8.73
4520,310299257,117090341,Inactive,11,,,8.73
4521,310284568,117075980,Inactive,11,,,8.73
4522,310303126,117093989,Inactive,11,,,8.73
4523,310303763,117094587,Inactive,11,,,8.73
4524,310295440,117086740,Inactive,11,,,8.72
4525,310297075,117088268,Inactive,11,,,8.72
4526,310293606,117085028,Inactive,11,,,8.72
4527,310288953,117080665,Inactive,11,,,8.71
4528,310288245,117079988,Inactive,11,,,8.71
4529,310292968,117084440,Inactive,11,,,8.71
4530,310284841,117076205,Inactive,11,,,8.71
4531,310283517,117074821,Inactive,11,,,8.71
4532,92310330,45115628,Inactive,11,,,8.71
4533,310297175,117088362,Inactive,11,,,8.71
4534,310290486,90509865,Inactive,11,,,8.7
4535,310290480,117082111,Inactive,11,,,8.7
4536,310289641,117081322,Inactive,11,,,8.69
4537,310289613,117081295,Inactive,11,,,8.69
4538,310284817,117076189,Inactive,11,,,8.69
4539,310296038,117087300,Inactive,11,,,8.69
4540,310301657,117092625,Inactive,11,,,8.68
4541,310291798,117083341,Inactive,11,,,8.68
4542,310294572,117085936,Inactive,11,,,8.68
4543,310294070,117085461,Inactive,11,,,8.68
4544,310289478,117081165,Inactive,11,,,8.68
4545,310284086,117075298,Inactive,11,,,8.67
4546,310292589,117084083,Inactive,11,,,8.67
4547,310283850,117075082,Inactive,11,,,8.67
4548,310283640,44236958,Inactive,11,,,8.67
4549,310285264,117076665,Inactive,11,,,8.67
4550,310287351,117079177,Inactive,11,,,8.67
4551,310292230,117083741,Inactive,11,,,8.67
4552,310300613,117091627,Inactive,11,,,8.67
4553,310285416,117076874,Inactive,11,,,8.66
4554,310286228,117077793,Inactive,11,,,8.66
4555,310289302,117080998,Inactive,11,,,8.66
4556,310298263,117089392,Inactive,11,,,8.66
4557,310300002,117091048,Inactive,11,,,8.66
4558,310299627,117090689,Inactive,11,,,8.66
4559,310298954,117090046,Inactive,11,,,8.66
4560,310287140,117078981,Inactive,11,,,8.65
4561,310287615,117079417,Inactive,11,,,8.65
4562,310292291,117083800,Inactive,11,,,8.65
4563,310296850,117088055,Inactive,11,,,8.65
4564,310290308,117081952,Inactive,11,,,8.65
4565,310301661,117092629,Inactive,11,,,8.65
4566,310302976,117093855,Inactive,11,,,8.65
4567,310301104,117092098,Inactive,11,,,8.65
4568,310286947,117078788,Inactive,11,,,8.64
4569,310294173,117085564,Inactive,11,,,8.64
4570,310289851,112898088,Inactive,11,,,8.64
4571,310282497,136962114,Inactive,11,,,8.63
4572,310283847,117075079,Inactive,11,,,8.63
4573,310303832,117094654,Inactive,11,,,8.63
4574,310287469,117079287,Inactive,11,,,8.63
4575,310297564,117088729,Inactive,11,,,8.63
4576,310295625,117086914,Inactive,11,,,8.63
4577,310301402,117092382,Inactive,11,,,8.63
4578,310301875,117092826,Inactive,11,,,8.63
4579,310290170,117081827,Inactive,11,,,8.63
4580,310293767,117085179,Inactive,11,,,8.62
4581,310289540,117081225,Inactive,11,,,8.62
4582,310288587,117080315,Inactive,11,,,8.62
4583,310299376,117090453,Inactive,11,,,8.62
4584,310284421,117075753,Inactive,11,,,8.62
4585,310284082,117075294,Inactive,11,,,8.62
4586,310284529,117075917,Inactive,11,,,8.62
4587,310293999,117085393,Inactive,11,,,8.62
4588,310292109,117083630,Inactive,11,,,8.62
4589,310282309,117073266,Inactive,11,,,8.62
4590,310283458,117074752,Inactive,11,,,8.62
4591,310298006,117089145,Inactive,11,,,8.61
4592,310300310,117091341,Inactive,11,,,8.61
4593,310300904,117091908,Inactive,11,,,8.61
4594,310300204,117091239,Inactive,11,,,8.61
4595,310286021,117077510,Inactive,11,,,8.61
4596,310289080,80767696,Inactive,11,,,8.6
4597,310289681,117081360,Inactive,11,,,8.6
4598,310294715,117086064,Inactive,11,,,8.6
4599,310299147,117090233,Inactive,11,,,8.6
4600,310284126,117075356,Inactive,11,,,8.6
4601,310285269,117076670,Inactive,11,,,8.6
4602,310285147,117076505,Inactive,11,,,8.6
4603,310291913,117083448,Inactive,11,,,8.59
4604,310290830,117082441,Inactive,11,,,8.58
4605,310294626,117085983,Inactive,11,,,8.58
4606,310291478,117083040,Inactive,11,,,8.58
4607,310284075,117075285,Inactive,11,,,8.58
4608,310284557,117075966,Inactive,11,,,8.58
4609,310282113,117072903,Inactive,11,,,8.58
4610,310282922,117073974,Inactive,11,,,8.58
4611,310286217,117077775,Inactive,11,,,8.57
4612,310302349,117093269,Inactive,11,,,8.57
4613,310287817,117079595,Inactive,11,,,8.56
4614,310284076,117075287,Inactive,11,,,8.56
4615,310285344,117076772,Inactive,11,,,8.56
4616,310292103,117083624,Inactive,11,,,8.56
4617,310296255,117087504,Inactive,11,,,8.56
4618,310296982,117088180,Inactive,11,,,8.56
4619,310297448,117088619,Inactive,11,,,8.56
4620,310295232,117086546,Inactive,11,,,8.55
4621,310300804,117091812,Inactive,11,,,8.55
4622,310289052,117080762,Inactive,11,,,8.55
4623,310288192,117079938,Inactive,11,,,8.55
4624,310290245,117081895,Inactive,11,,,8.55
4625,310287630,117079431,Inactive,11,,,8.55
4626,310299098,117090184,Inactive,11,,,8.54
4627,310283426,117074711,Inactive,11,,,8.54
4628,310303759,117094584,Inactive,11,,,8.54
4629,310286727,117078614,Inactive,11,,,8.54
4630,310285599,117077103,Inactive,11,,,8.54
4631,310286584,117078353,Inactive,11,,,8.54
4632,310287921,117079688,Inactive,11,,,8.53
4633,310290670,117082290,Inactive,11,,,8.53
4634,310301929,117092878,Inactive,11,,,8.53
4635,310299547,117090616,Inactive,11,,,8.53
4636,310299997,117091043,Inactive,11,,,8.53
4637,310294708,117086057,Inactive,11,,,8.53
4638,310283963,44236953,Inactive,11,,,8.52
4639,310302312,117093232,Inactive,11,,,8.52
4640,310302538,117093444,Inactive,11,,,8.52
4641,310297966,117089109,Inactive,11,,,8.52
4642,310296477,117087710,Inactive,11,,,8.52
4643,310296689,117087906,Inactive,11,,,8.52
4644,310295860,117087133,Inactive,11,,,8.52
4645,310298155,117089289,Inactive,11,,,8.51
4646,310300783,117091792,Inactive,11,,,8.51
4647,310288758,117080481,Inactive,11,,,8.51
4648,310288435,117080168,Inactive,11,,,8.51
4649,310282944,117073990,Inactive,11,,,8.51
4650,310299463,117090535,Inactive,11,,,8.51
4651,310299442,117090515,Inactive,11,,,8.51
4652,310284170,117075404,Inactive,11,,,8.51
4653,310285956,117077455,Inactive,11,,,8.51
4654,310297671,117088833,Inactive,11,,,8.5
4655,310295388,71710136,Inactive,11,,,8.5
4656,310291525,117083086,Inactive,11,,,8.5
4657,310290084,117081748,Inactive,11,,,8.49
