PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition at 7.44 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 7.44 micromolar.
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,7.44
16293,310283896,117075118,Inactive,0,,,-7.18
16294,310284658,117076088,Inactive,0,,,-7.18
16295,310289966,117081635,Inactive,0,,,-7.19
16296,310289855,117081527,Inactive,0,,,-7.19
16297,310289813,117081488,Inactive,0,,,-7.19
16298,310300688,117091699,Inactive,0,,,-7.19
16299,310291008,117082603,Inactive,0,,,-7.19
16300,310298575,117089688,Inactive,0,,,-7.2
16301,310295813,117087089,Inactive,0,,,-7.2
16302,310287393,117079218,Inactive,0,,,-7.2
16303,310282753,117073840,Inactive,0,,,-7.2
16304,310288816,117080535,Inactive,0,,,-7.2
16305,310292506,117084004,Inactive,0,,,-7.21
16306,310291407,117082973,Inactive,0,,,-7.21
16307,310287322,117079151,Inactive,0,,,-7.22
16308,310284333,117075638,Inactive,0,,,-7.22
16309,310294791,3031502,Inactive,0,,,-7.22
16310,310289436,117081127,Inactive,0,,,-7.22
16311,310301999,117092943,Inactive,0,,,-7.22
16312,310290593,117082217,Inactive,0,,,-7.23
16313,310287918,117079685,Inactive,0,,,-7.24
16314,310283040,117074088,Inactive,0,,,-7.24
16315,310295502,117086799,Inactive,0,,,-7.24
16316,310302166,117093096,Inactive,0,,,-7.24
16317,310288392,117080127,Inactive,0,,,-7.24
16318,310300444,117091468,Inactive,0,,,-7.24
16319,310286664,136962259,Inactive,0,,,-7.24
16320,310292337,117083845,Inactive,0,,,-7.25
16321,310284653,117076084,Inactive,0,,,-7.26
16322,310283804,117075048,Inactive,0,,,-7.26
16323,310283381,117074661,Inactive,0,,,-7.26
16324,310282455,117073530,Inactive,0,,,-7.26
16325,310296629,117087849,Inactive,0,,,-7.26
16326,310288740,117080464,Inactive,0,,,-7.26
16327,310289961,114938344,Inactive,0,,,-7.26
16328,310289233,117080934,Inactive,0,,,-7.26
16329,310289205,117080909,Inactive,0,,,-7.26
16330,310297540,117088710,Inactive,0,,,-7.26
16331,310303552,117094393,Inactive,0,,,-7.27
16332,310300011,117091057,Inactive,0,,,-7.27
16333,310298127,117089262,Inactive,0,,,-7.27
16334,310282962,11688891,Inactive,0,,,-7.27
16335,310294391,117085766,Inactive,0,,,-7.27
16336,310295983,117087248,Inactive,0,,,-7.27
16337,310283127,117074241,Inactive,0,,,-7.27
16338,310283416,117074698,Inactive,0,,,-7.27
16339,310282654,117073760,Inactive,0,,,-7.27
16340,310302769,117093657,Inactive,0,,,-7.28
16341,310301901,117092851,Inactive,0,,,-7.28
16342,310298956,117090048,Inactive,0,,,-7.29
16343,310295041,117086364,Inactive,0,,,-7.29
16344,310296064,117087325,Inactive,0,,,-7.3
16345,310286381,117078023,Inactive,0,,,-7.3
16346,310294512,117085882,Inactive,0,,,-7.3
16347,310301774,117092731,Inactive,0,,,-7.3
16348,310302691,117093587,Inactive,0,,,-7.3
16349,310301604,117092575,Inactive,0,,,-7.3
16350,310300238,117091271,Inactive,0,,,-7.3
16351,310290232,117081885,Inactive,0,,,-7.3
16352,310298806,117089904,Inactive,0,,,-7.3
16353,310299198,117090282,Inactive,0,,,-7.31
16354,310288244,117079987,Inactive,0,,,-7.31
16355,310287882,10777711,Inactive,0,,,-7.31
16356,310291857,117083396,Inactive,0,,,-7.31
16357,310291461,117083025,Inactive,0,,,-7.31
16358,310288986,117080698,Inactive,0,,,-7.31
16359,310296977,117088176,Inactive,0,,,-7.32
16360,310302794,117093682,Inactive,0,,,-7.32
16361,310302270,117093193,Inactive,0,,,-7.32
16362,310290901,117082507,Inactive,0,,,-7.32
16363,310299388,117090465,Inactive,0,,,-7.33
16364,310286275,117077862,Inactive,0,,,-7.33
16365,310301947,117092895,Inactive,0,,,-7.34
16366,310287536,117079348,Inactive,0,,,-7.35
16367,310298949,117090041,Inactive,0,,,-7.35
16368,310298286,117089413,Inactive,0,,,-7.35
16369,310282976,117074016,Inactive,0,,,-7.35
16370,310282741,117073829,Inactive,0,,,-7.35
16371,310285391,117076840,Inactive,0,,,-7.35
16372,310284736,71602820,Inactive,0,,,-7.35
16373,310284899,117076239,Inactive,0,,,-7.35
16374,310294613,117085971,Inactive,0,,,-7.36
16375,310297161,117088348,Inactive,0,,,-7.36
16376,310289281,117080977,Inactive,0,,,-7.36
16377,310301436,117092415,Inactive,0,,,-7.36
16378,310292449,117083954,Inactive,0,,,-7.37
16379,310293538,117084965,Inactive,0,,,-7.37
16380,310284222,117075479,Inactive,0,,,-7.37
16381,310295667,117086956,Inactive,0,,,-7.37
16382,310297282,117088465,Inactive,0,,,-7.37
16383,310289022,117080733,Inactive,0,,,-7.37
16384,310296331,117087575,Inactive,0,,,-7.37
16385,310296394,117087634,Inactive,0,,,-7.37
16386,310302204,78824100,Inactive,0,,,-7.37
16387,310293925,117085325,Inactive,0,,,-7.37
16388,310290226,117081879,Inactive,0,,,-7.38
16389,310290173,117081830,Inactive,0,,,-7.38
16390,310297524,117088694,Inactive,0,,,-7.38
16391,310297873,117089025,Inactive,0,,,-7.38
16392,310300967,117091969,Inactive,0,,,-7.38
16393,310282323,117073290,Inactive,0,,,-7.38
16394,310283279,117074509,Inactive,0,,,-7.39
16395,310288301,117080043,Inactive,0,,,-7.39
16396,310296338,117087582,Inactive,0,,,-7.39
16397,310287063,117078911,Inactive,0,,,-7.4
16398,310283832,117075066,Inactive,0,,,-7.41
16399,310296658,117087876,Inactive,0,,,-7.41
16400,310303882,117094700,Inactive,0,,,-7.41
16401,310290610,117082233,Inactive,0,,,-7.42
16402,310289378,117081071,Inactive,0,,,-7.42
16403,310287072,117078920,Inactive,0,,,-7.42
16404,310300519,117091540,Inactive,0,,,-7.42
16405,310300448,117091472,Inactive,0,,,-7.42
16406,310286509,117078225,Inactive,0,,,-7.42
16407,310286796,70908749,Inactive,0,,,-7.42
16408,310286152,117077699,Inactive,0,,,-7.42
16409,310297237,117088422,Inactive,0,,,-7.42
16410,310297041,117088236,Inactive,0,,,-7.42
16411,310285232,117076621,Inactive,0,,,-7.42
16412,310283053,117074112,Inactive,0,,,-7.42
16413,310296498,117087730,Inactive,0,,,-7.43
16414,310296432,117087669,Inactive,0,,,-7.43
16415,310302168,117093098,Inactive,0,,,-7.43
16416,310293123,117084581,Inactive,0,,,-7.43
16417,310287988,117079751,Inactive,0,,,-7.44
16418,310283683,117074965,Inactive,0,,,-7.44
16419,310282259,117073178,Inactive,0,,,-7.44
16420,310303330,117094183,Inactive,0,,,-7.44
16421,310300407,117091432,Inactive,0,,,-7.44
16422,310299561,117090629,Inactive,0,,,-7.44
16423,310291815,117083358,Inactive,0,,,-7.44
16424,310301804,117092757,Inactive,0,,,-7.44
16425,310301617,117092588,Inactive,0,,,-7.44
16426,310287367,4197,Inactive,0,,,-7.44
16427,310283405,117074684,Inactive,0,,,-7.44
16428,310295632,117086921,Inactive,0,,,-7.44
16429,310292423,117083929,Inactive,0,,,-7.44
16430,310292950,117084423,Inactive,0,,,-7.44
16431,310296442,117087679,Inactive,0,,,-7.45
16432,310296739,117087953,Inactive,0,,,-7.45
16433,310302746,117093638,Inactive,0,,,-7.45
16434,310291484,117083045,Inactive,0,,,-7.45
16435,310291040,117082633,Inactive,0,,,-7.45
16436,310294045,117085437,Inactive,0,,,-7.45
16437,310298643,117089754,Inactive,0,,,-7.45
16438,310298457,117089576,Inactive,0,,,-7.45
16439,310285710,117077243,Inactive,0,,,-7.46
16440,310299474,117090545,Inactive,0,,,-7.46
16441,310302665,117093562,Inactive,0,,,-7.46
16442,310283714,117074986,Inactive,0,,,-7.46
16443,310288851,117080568,Inactive,0,,,-7.46
16444,310288465,117080197,Inactive,0,,,-7.46
16445,310288135,117079885,Inactive,0,,,-7.46
16446,310289790,117081467,Inactive,0,,,-7.46
16447,310298572,117089686,Inactive,0,,,-7.47
16448,310294274,117085657,Inactive,0,,,-7.47
16449,310289918,117081588,Inactive,0,,,-7.47
16450,310299242,117090326,Inactive,0,,,-7.48
16451,310299366,117090443,Inactive,0,,,-7.48
16452,310282652,117073758,Inactive,0,,,-7.48
16453,310283614,59588098,Inactive,0,,,-7.48
16454,310284148,117075379,Inactive,0,,,-7.48
16455,310289377,117081070,Inactive,0,,,-7.48
16456,310298053,117089189,Inactive,0,,,-7.49
16457,310296871,117088076,Inactive,0,,,-7.49
16458,310303414,117094264,Inactive,0,,,-7.49
16459,310303347,117094200,Inactive,0,,,-7.49
16460,310294938,22692584,Inactive,0,,,-7.49
16461,310289604,117081286,Inactive,0,,,-7.49
16462,310286102,117077633,Inactive,0,,,-7.49
16463,310291886,117083422,Inactive,0,,,-7.49
16464,310298512,117089630,Inactive,0,,,-7.5
16465,310289949,117081619,Inactive,0,,,-7.5
16466,310289365,117081058,Inactive,0,,,-7.5
16467,310283048,117074102,Inactive,0,,,-7.5
16468,310295881,117087154,Inactive,0,,,-7.5
16469,310292531,117084028,Inactive,0,,,-7.5
16470,310297045,117088240,Inactive,0,,,-7.51
16471,310297822,117088977,Inactive,0,,,-7.51
16472,310287375,117079200,Inactive,0,,,-7.51
16473,310282744,117073832,Inactive,0,,,-7.51
16474,310289841,117081514,Inactive,0,,,-7.51
16475,310283330,117074593,Inactive,0,,,-7.52
16476,310288198,117079943,Inactive,0,,,-7.52
16477,310288471,117080203,Inactive,0,,,-7.52
16478,310297346,117088525,Inactive,0,,,-7.52
16479,310301673,117092641,Inactive,0,,,-7.52
16480,310297100,117088291,Inactive,0,,,-7.53
16481,310302632,117093532,Inactive,0,,,-7.53
16482,310287801,16423357,Inactive,0,,,-7.53
16483,310286024,117077513,Inactive,0,,,-7.53
16484,310293363,117084800,Inactive,0,,,-7.53
16485,310298174,117089308,Inactive,0,,,-7.53
16486,310288425,117080158,Inactive,0,,,-7.54
16487,310300583,117091598,Inactive,0,,,-7.54
16488,310295702,117086988,Inactive,0,,,-7.54
16489,310295641,117086930,Inactive,0,,,-7.54
16490,310292782,117084266,Inactive,0,,,-7.54
16491,310298452,117089571,Inactive,0,,,-7.54
16492,310296081,117087340,Inactive,0,,,-7.54
16493,310286431,117078095,Inactive,0,,,-7.55
16494,310288390,117080125,Inactive,0,,,-7.55
16495,310285107,117076451,Inactive,0,,,-7.55
16496,310293208,117084658,Inactive,0,,,-7.55
16497,310298865,117089962,Inactive,0,,,-7.55
16498,310288892,117080606,Inactive,0,,,-7.55
16499,310289664,117081344,Inactive,0,,,-7.55
16500,310283735,117074999,Inactive,0,,,-7.55
16501,310284282,117075567,Inactive,0,,,-7.55
16502,310294267,117085652,Inactive,0,,,-7.56
16503,310295831,117087106,Inactive,0,,,-7.56
16504,310295043,117086366,Inactive,0,,,-7.56
16505,310300021,117091067,Inactive,0,,,-7.56
16506,310292525,117084022,Inactive,0,,,-7.56
16507,310301333,117092313,Inactive,0,,,-7.56
16508,310301842,117092794,Inactive,0,,,-7.56
16509,162008201,71295834,Inactive,0,,,-7.56
16510,310288000,117079763,Inactive,0,,,-7.56
16511,310287364,117079190,Inactive,0,,,-7.56
16512,310297058,117088251,Inactive,0,,,-7.56
16513,310282161,117072996,Inactive,0,,,-7.56
16514,310290363,117081999,Inactive,0,,,-7.57
16515,310291157,117082737,Inactive,0,,,-7.57
16516,310289405,117081097,Inactive,0,,,-7.57
16517,4257841,935206,Inactive,0,,,-7.57
16518,310284210,117075462,Inactive,0,,,-7.57
16519,310283078,117074157,Inactive,0,,,-7.57
16520,310295377,21760777,Inactive,0,,,-7.58
16521,310295064,117086387,Inactive,0,,,-7.58
16522,310295140,117086458,Inactive,0,,,-7.58
16523,310300989,117091991,Inactive,0,,,-7.58
16524,310302934,117093512,Inactive,0,,,-7.58
16525,310287152,117078992,Inactive,0,,,-7.58
16526,310282253,66618635,Inactive,0,,,-7.58
16527,310282316,117073277,Inactive,0,,,-7.58
16528,310296179,117087432,Inactive,0,,,-7.58
16529,310302698,117093594,Inactive,0,,,-7.58
16530,310290093,117081757,Inactive,0,,,-7.59
16531,310288206,112881816,Inactive,0,,,-7.59
16532,310288446,117080179,Inactive,0,,,-7.59
16533,310288788,117080509,Inactive,0,,,-7.59
16534,310289699,117081378,Inactive,0,,,-7.59
16535,310285516,117076997,Inactive,0,,,-7.59
16536,310296322,117087566,Inactive,0,,,-7.59
16537,310300633,117091646,Inactive,0,,,-7.6
16538,310286049,117077549,Inactive,0,,,-7.6
16539,310301388,117092368,Inactive,0,,,-7.6
16540,310301485,117092463,Inactive,0,,,-7.6
16541,310288078,117079831,Inactive,0,,,-7.6
16542,310287178,117079018,Inactive,0,,,-7.6
16543,310292503,117084002,Inactive,0,,,-7.6
16544,310288677,117080402,Inactive,0,,,-7.61
16545,310285470,117076943,Inactive,0,,,-7.61
16546,310295003,117086327,Inactive,0,,,-7.61
16547,310300766,117091775,Inactive,0,,,-7.62
16548,310303874,117094693,Inactive,0,,,-7.62
16549,310303208,117094069,Inactive,0,,,-7.62
16550,310287029,136962298,Inactive,0,,,-7.63
16551,310299017,117090108,Inactive,0,,,-7.63
16552,310292411,117083917,Inactive,0,,,-7.64
16553,310303022,117093894,Inactive,0,,,-7.64
16554,310287581,117079387,Inactive,0,,,-7.64
16555,310298402,117089525,Inactive,0,,,-7.64
16556,310290841,117082450,Inactive,0,,,-7.64
16557,310298084,117089219,Inactive,0,,,-7.65
16558,310284881,2757761,Inactive,0,,,-7.65
16559,310294065,117085456,Inactive,0,,,-7.65
16560,310286191,117077746,Inactive,0,,,-7.65
16561,310299354,117090431,Inactive,0,,,-7.65
16562,310287215,117079053,Inactive,0,,,-7.65
16563,310303317,117094170,Inactive,0,,,-7.65
16564,310282876,117073939,Inactive,0,,,-7.66
16565,310282370,117073380,Inactive,0,,,-7.66
16566,310291073,117082664,Inactive,0,,,-7.66
16567,310302089,117093026,Inactive,0,,,-7.66
16568,310301028,117092030,Inactive,0,,,-7.66
16569,310290251,117081900,Inactive,0,,,-7.66
16570,310293786,117085196,Inactive,0,,,-7.66
16571,310288684,117080409,Inactive,0,,,-7.66
16572,310286187,117077742,Inactive,0,,,-7.67
16573,310286982,117078816,Inactive,0,,,-7.67
16574,310288002,117079765,Inactive,0,,,-7.67
16575,310301286,117092271,Inactive,0,,,-7.68
16576,310290938,117082539,Inactive,0,,,-7.68
16577,310290914,117082517,Inactive,0,,,-7.68
16578,310294431,117085804,Inactive,0,,,-7.68
16579,310286229,117077794,Inactive,0,,,-7.69
16580,310295521,117086817,Inactive,0,,,-7.69
16581,310303866,117094686,Inactive,0,,,-7.69
16582,310300234,117091267,Inactive,0,,,-7.69
16583,310292856,117084336,Inactive,0,,,-7.69
16584,310297006,42845335,Inactive,0,,,-7.7
16585,310302402,117093319,Inactive,0,,,-7.7
16586,310290588,112913146,Inactive,0,,,-7.7
16587,310299187,117090272,Inactive,0,,,-7.7
16588,310295044,117086367,Inactive,0,,,-7.71
16589,310291244,117082816,Inactive,0,,,-7.71
16590,310291992,109169418,Inactive,0,,,-7.71
16591,310282364,117073368,Inactive,0,,,-7.71
16592,310298536,117089652,Inactive,0,,,-7.71
16593,310301296,117092280,Inactive,0,,,-7.72
16594,310289614,117081296,Inactive,0,,,-7.72
16595,310286080,117077598,Inactive,0,,,-7.72
16596,310287386,117079211,Inactive,0,,,-7.73
16597,310288842,117080559,Inactive,0,,,-7.73
16598,310287937,117079703,Inactive,0,,,-7.73
16599,310287875,117079648,Inactive,0,,,-7.73
16600,310282319,117073283,Inactive,0,,,-7.73
16601,310291079,72144697,Inactive,0,,,-7.73
16602,310300108,117091148,Inactive,0,,,-7.73
16603,310297580,117088745,Inactive,0,,,-7.74
16604,310289879,117081551,Inactive,0,,,-7.74
16605,310293914,117085316,Inactive,0,,,-7.74
16606,310291247,22309633,Inactive,0,,,-7.74
16607,310282544,117073672,Inactive,0,,,-7.75
16608,310282036,117072751,Inactive,0,,,-7.75
16609,310282992,117074030,Inactive,0,,,-7.75
16610,310292684,117084171,Inactive,0,,,-7.75
16611,310292646,117084135,Inactive,0,,,-7.75
16612,310291127,117082710,Inactive,0,,,-7.75
16613,310296031,117087293,Inactive,0,,,-7.75
16614,310289339,117081034,Inactive,0,,,-7.76
16615,310297649,117088812,Inactive,0,,,-7.76
16616,310285167,117076535,Inactive,0,,,-7.76
16617,310286591,117078367,Inactive,0,,,-7.76
16618,310299189,117090274,Inactive,0,,,-7.76
16619,310298716,21418982,Inactive,0,,,-7.76
16620,310299569,117090637,Inactive,0,,,-7.76
16621,310284377,117075692,Inactive,0,,,-7.76
16622,310295528,67019715,Inactive,0,,,-7.76
16623,310287928,117079695,Inactive,0,,,-7.76
16624,310285108,117076453,Inactive,0,,,-7.76
16625,310303312,117094165,Inactive,0,,,-7.77
16626,310298237,117089367,Inactive,0,,,-7.78
16627,310285795,117077329,Inactive,0,,,-7.78
16628,310283887,25071289,Inactive,0,,,-7.78
16629,310294545,117085912,Inactive,0,,,-7.78
16630,310293523,117084950,Inactive,0,,,-7.79
16631,310300953,117091955,Inactive,0,,,-7.79
16632,310300822,117091830,Inactive,0,,,-7.79
16633,310288264,117080007,Inactive,0,,,-7.79
16634,310289695,117081374,Inactive,0,,,-7.79
16635,310296776,117087988,Inactive,0,,,-7.79
16636,310286932,117078775,Inactive,0,,,-7.79
16637,310302332,117093252,Inactive,0,,,-7.79
16638,310301925,4730717,Inactive,0,,,-7.8
16639,310294690,117086042,Inactive,0,,,-7.8
16640,310284084,117075296,Inactive,0,,,-7.8
16641,310287099,117078945,Inactive,0,,,-7.8
16642,310297053,117088247,Inactive,0,,,-7.8
16643,310282748,117073835,Inactive,0,,,-7.8
16644,310283227,117074420,Inactive,0,,,-7.8
16645,310295657,117086946,Inactive,0,,,-7.8
16646,310303017,117093890,Inactive,0,,,-7.8
16647,310292545,117084042,Inactive,0,,,-7.81
16648,310300304,117091335,Inactive,0,,,-7.81
16649,310289933,117081603,Inactive,0,,,-7.81
16650,310288236,117079979,Inactive,0,,,-7.81
16651,310296985,117088183,Inactive,0,,,-7.81
16652,310284851,117076210,Inactive,0,,,-7.81
16653,310293298,117084741,Inactive,0,,,-7.82
16654,310284461,117075811,Inactive,0,,,-7.82
16655,310282280,117073219,Inactive,0,,,-7.82
16656,310297545,117088712,Inactive,0,,,-7.82
16657,310292840,117084320,Inactive,0,,,-7.83
16658,310292666,117084155,Inactive,0,,,-7.83
16659,310300351,117091378,Inactive,0,,,-7.83
16660,310296960,117088160,Inactive,0,,,-7.83
16661,310303522,117094364,Inactive,0,,,-7.83
16662,310297391,117088567,Inactive,0,,,-7.83
16663,310283622,117074925,Inactive,0,,,-7.83
16664,310287141,117078982,Inactive,0,,,-7.84
16665,310283369,117074648,Inactive,0,,,-7.84
16666,310291492,117083053,Inactive,0,,,-7.84
16667,310291694,117083245,Inactive,0,,,-7.84
16668,310291066,117082657,Inactive,0,,,-7.84
16669,310303366,117094217,Inactive,0,,,-7.84
16670,310289455,117081143,Inactive,0,,,-7.85
16671,310296613,117087836,Inactive,0,,,-7.85
16672,310299143,117090229,Inactive,0,,,-7.85
16673,310294367,117085744,Inactive,0,,,-7.85
16674,310287376,117079201,Inactive,0,,,-7.85
16675,310283507,117074811,Inactive,0,,,-7.85
16676,310282329,117073302,Inactive,0,,,-7.85
16677,310301756,117092715,Inactive,0,,,-7.86
16678,310301862,117092814,Inactive,0,,,-7.86
16679,310295101,117086422,Inactive,0,,,-7.86
16680,310295172,117086487,Inactive,0,,,-7.86
16681,310290893,117082499,Inactive,0,,,-7.87
16682,310300722,117091732,Inactive,0,,,-7.87
16683,310302547,117093452,Inactive,0,,,-7.87
16684,310285085,117076416,Inactive,0,,,-7.87
16685,310283056,117074118,Inactive,0,,,-7.87
16686,310288305,117080046,Inactive,0,,,-7.87
16687,310289014,117080725,Inactive,0,,,-7.87
16688,310301226,117092213,Inactive,0,,,-7.88
16689,310298064,117089200,Inactive,0,,,-7.88
16690,310295574,117086865,Inactive,0,,,-7.88
16691,310295844,117087118,Inactive,0,,,-7.88
16692,310303329,117094182,Inactive,0,,,-7.88
16693,310298234,117089364,Inactive,0,,,-7.89
16694,310303727,117094556,Inactive,0,,,-7.89
16695,310283206,117074383,Inactive,0,,,-7.89
16696,310284506,117075878,Inactive,0,,,-7.89
16697,310295618,117086907,Inactive,0,,,-7.89
16698,310295054,117086377,Inactive,0,,,-7.89
16699,310303857,117094677,Inactive,0,,,-7.89
16700,310302147,117093078,Inactive,0,,,-7.89
16701,310301061,117092059,Inactive,0,,,-7.89
16702,310286769,117078646,Inactive,0,,,-7.9
16703,310288170,117079918,Inactive,0,,,-7.9
16704,310293395,117084831,Inactive,0,,,-7.91
16705,310289247,117080946,Inactive,0,,,-7.91
16706,310296687,117087904,Inactive,0,,,-7.91
16707,310296336,117087580,Inactive,0,,,-7.91
16708,310299312,117090391,Inactive,0,,,-7.91
16709,310286164,117077712,Inactive,0,,,-7.92
16710,310286241,117077810,Inactive,0,,,-7.92
16711,310288826,117080472,Inactive,0,,,-7.92
16712,310291043,117082636,Inactive,0,,,-7.92
16713,310297307,117088490,Inactive,0,,,-7.93
16714,310300914,112906947,Inactive,0,,,-7.93
16715,310285645,117077160,Inactive,0,,,-7.93
16716,310291285,117082856,Inactive,0,,,-7.94
16717,310293001,53145850,Inactive,0,,,-7.94
16718,310291865,117083403,Inactive,0,,,-7.94
16719,310291888,80770590,Inactive,0,,,-7.94
16720,310289623,117081305,Inactive,0,,,-7.94
16721,310293546,117084973,Inactive,0,,,-7.94
16722,310293220,117084668,Inactive,0,,,-7.94
16723,310290756,24903407,Inactive,0,,,-7.94
16724,310296027,117087289,Inactive,0,,,-7.95
16725,310285973,70908647,Inactive,0,,,-7.95
16726,310284585,117076010,Inactive,0,,,-7.95
16727,310284231,117075491,Inactive,0,,,-7.95
16728,310292505,46209426,Inactive,0,,,-7.95
16729,310291656,117083209,Inactive,0,,,-7.95
16730,310294634,117085991,Inactive,0,,,-7.95
16731,310294104,117085495,Inactive,0,,,-7.95
16732,310286465,117078152,Inactive,0,,,-7.95
16733,310286392,117078042,Inactive,0,,,-7.95
16734,310286641,117078463,Inactive,0,,,-7.95
16735,310301223,117092210,Inactive,0,,,-7.95
16736,310288752,117080476,Inactive,0,,,-7.96
16737,310289431,117081123,Inactive,0,,,-7.96
16738,310282645,117073754,Inactive,0,,,-7.96
16739,310283762,117075018,Inactive,0,,,-7.96
16740,310296501,117087733,Inactive,0,,,-7.96
16741,310284357,117075671,Inactive,0,,,-7.96
16742,310302800,117093688,Inactive,0,,,-7.97
16743,310293268,117084713,Inactive,0,,,-7.97
16744,310293330,117084770,Inactive,0,,,-7.97
16745,310295842,117087116,Inactive,0,,,-7.97
16746,310297311,117088494,Inactive,0,,,-7.97
16747,310290429,117082061,Inactive,0,,,-7.98
16748,310287097,117078943,Inactive,0,,,-7.98
16749,310285799,117077333,Inactive,0,,,-7.98
16750,310298275,117089403,Inactive,0,,,-7.98
16751,310286107,117077640,Inactive,0,,,-7.99
16752,310294592,117085954,Inactive,0,,,-7.99
16753,310294345,117085724,Inactive,0,,,-7.99
16754,310301810,117092763,Inactive,0,,,-7.99
16755,310290895,117082501,Inactive,0,,,-8
16756,310285823,117077350,Inactive,0,,,-8
16757,310303542,117094383,Inactive,0,,,-8
16758,310299353,117090430,Inactive,0,,,-8.01
16759,310285695,117077224,Inactive,0,,,-8.01
16760,310286513,117078232,Inactive,0,,,-8.01
16761,310294355,117085734,Inactive,0,,,-8.01
16762,310293413,117084849,Inactive,0,,,-8.01
16763,310301880,117092831,Inactive,0,,,-8.01
16764,310288666,117080392,Inactive,0,,,-8.01
16765,310298852,117089949,Inactive,0,,,-8.02
16766,310298464,117089583,Inactive,0,,,-8.02
16767,310288904,117080618,Inactive,0,,,-8.02
16768,310284742,117076138,Inactive,0,,,-8.02
16769,310283098,117074193,Inactive,0,,,-8.02
16770,310295336,117086644,Inactive,0,,,-8.03
16771,310297976,42609229,Inactive,0,,,-8.04
16772,310290159,117081817,Inactive,0,,,-8.04
16773,310299596,117090662,Inactive,0,,,-8.04
16774,310299292,117090371,Inactive,0,,,-8.04
16775,310298876,117089971,Inactive,0,,,-8.04
16776,310286213,117077771,Inactive,0,,,-8.04
16777,310300314,117091345,Inactive,0,,,-8.04
16778,92310329,45115629,Inactive,0,,,-8.05
16779,310290607,117082230,Inactive,0,,,-8.06
16780,310284705,59588223,Inactive,0,,,-8.06
16781,310292903,117084380,Inactive,0,,,-8.06
16782,310302703,117093599,Inactive,0,,,-8.06
16783,310300607,117091621,Inactive,0,,,-8.06
16784,310295329,117086637,Inactive,0,,,-8.06
16785,310294450,117085821,Inactive,0,,,-8.06
16786,310282187,117073045,Inactive,0,,,-8.07
16787,310286684,117078537,Inactive,0,,,-8.08
16788,310292091,117083614,Inactive,0,,,-8.08
16789,310296333,117087577,Inactive,0,,,-8.08
16790,310303095,117093961,Inactive,0,,,-8.08
16791,310293221,45503474,Inactive,0,,,-8.08
16792,310289242,117080942,Inactive,0,,,-8.09
16793,310287195,117079034,Inactive,0,,,-8.09
16794,310285684,117077212,Inactive,0,,,-8.09
16795,310285702,117077234,Inactive,0,,,-8.09
16796,92310327,45115624,Inactive,0,,,-8.09
16797,310290997,117082592,Inactive,0,,,-8.09
16798,310298421,117089543,Inactive,0,,,-8.09
16799,310298858,117089955,Inactive,0,,,-8.09
16800,310298656,117089765,Inactive,0,,,-8.09
16801,310291939,117083474,Inactive,0,,,-8.1
16802,310292326,117083835,Inactive,0,,,-8.1
16803,310291330,117082900,Inactive,0,,,-8.1
16804,310302859,117093744,Inactive,0,,,-8.1
16805,310302967,117093846,Inactive,0,,,-8.1
16806,310294611,117085969,Inactive,0,,,-8.1
16807,310301835,117092787,Inactive,0,,,-8.11
16808,310297155,117088342,Inactive,0,,,-8.11
16809,310284870,117076222,Inactive,0,,,-8.11
16810,310292256,117083766,Inactive,0,,,-8.12
16811,310296657,80776951,Inactive,0,,,-8.12
16812,310296696,117087913,Inactive,0,,,-8.12
16813,310303334,117094187,Inactive,0,,,-8.12
16814,310295557,117086848,Inactive,0,,,-8.12
16815,310295897,117087169,Inactive,0,,,-8.12
16816,310287662,117079457,Inactive,0,,,-8.13
16817,310288868,117080585,Inactive,0,,,-8.13
16818,310287777,117079559,Inactive,0,,,-8.13
16819,310303675,117094506,Inactive,0,,,-8.13
16820,310291706,117083254,Inactive,0,,,-8.13
16821,310290238,117081889,Inactive,0,,,-8.13
16822,310299702,117090763,Inactive,0,,,-8.13
16823,310303772,117094595,Inactive,0,,,-8.13
16824,310303770,116796833,Inactive,0,,,-8.13
16825,310303080,117093947,Inactive,0,,,-8.13
16826,310295320,117086629,Inactive,0,,,-8.14
16827,310294520,117085890,Inactive,0,,,-8.14
16828,310294842,117086181,Inactive,0,,,-8.14
16829,310294324,117085705,Inactive,0,,,-8.14
16830,310298292,117089419,Inactive,0,,,-8.15
16831,310286295,117077895,Inactive,0,,,-8.15
16832,310286271,117077858,Inactive,0,,,-8.15
16833,310299437,117090510,Inactive,0,,,-8.15
16834,310292081,117083605,Inactive,0,,,-8.15
16835,310302886,4862017,Inactive,0,,,-8.16
16836,310302211,117093140,Inactive,0,,,-8.16
16837,310294649,117086004,Inactive,0,,,-8.16
16838,310288558,117080287,Inactive,0,,,-8.16
16839,310289658,117081338,Inactive,0,,,-8.16
16840,310288987,117080699,Inactive,0,,,-8.16
16841,310288340,117080078,Inactive,0,,,-8.16
